,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
2726,2726,27281,16068632,*NEWLY RENOVATED PRIVATE ROOM*,86922045151,unconfirmed,Carlos,Queens,Elmhurst,40.74403,-73.88167,United States,US,False,moderate,Private room,2007.0,292,$58 ,6.0,50.0,2.0,5.0,257.0,,257.0
2727,2727,13302,8348031,Large Sunny Room/ East Williamsburg,18260404887,unconfirmed,Kelly,Brooklyn,Williamsburg,40.71993,-73.94479,United States,US,False,flexible,Private room,2014.0,1069,$214 ,1.0,0.0,1.0,1.0,274.0,No smoke,274.0
2728,2728,71771,40640459,Private Bedroom in Large Loft,86955056144,unconfirmed,Adam,Brooklyn,Red Hook,40.67791,-74.0072,United States,US,False,flexible,Private room,2022.0,709,$142 ,5.0,5.0,4.0,1.0,0.0,,0.0
2729,2729,95320,53646572,Aug 1st Park Slope roommate wanted-3 mos.,19483160528,verified,Sherry,Brooklyn,South Slope,40.66736,-73.98546,United States,US,True,moderate,Private room,2003.0,758,$152 ,60.0,0.0,3.0,1.0,342.0,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",342.0
2730,2730,71741,40623890,"1br w/full ba,spacious and private",1090587688,unconfirmed,Tijana,Brooklyn,Columbia St,40.6851,-74.00228,United States,US,True,strict,Private room,2015.0,874,$175 ,7.0,2.0,3.0,1.0,32.0,,32.0
2731,2731,49739,28472186,"*Discount* Huge, 5BR Multi-Terrace Sunny LEGAL Apt",21763166426,verified,Yves,Brooklyn,Park Slope,40.68169,-73.9769,United States,US,True,flexible,Entire home/apt,2021.0,662,$132 ,4.0,220.0,3.0,1.0,163.0,,163.0
2732,2732,63183,35897307,A Lovely 2br in Chelsea,43323182072,unconfirmed,Nikhil,Manhattan,Chelsea,40.7399,-74.0021,United States,US,True,flexible,Entire home/apt,2010.0,753,$151 ,30.0,83.0,4.0,1.0,364.0,,364.0
2733,2733,87665,49418716,Spacious Room in Central Location,32402067753,verified,Matthew,Manhattan,East Village,40.73395,-73.98899,United States,US,False,strict,Private room,2010.0,223,$45 ,5.0,25.0,2.0,1.0,2.0,Shoes off when in the house. No smoking inside. Try to keep it quiet.,2.0
2734,2734,57285,32639842,Amazing Spacious Bedroom |queen size bed| Brooklyn,46979091008,verified,SharedEasy,Brooklyn,Bushwick,40.6886,-73.90973,United States,US,False,flexible,Private room,2003.0,838,$168 ,30.0,1.0,4.0,9.0,364.0,,364.0
2735,2735,65516,37185823,"Great Chelsea Location, Couch/2nd bed, Free WiFi",6275943805,verified,Michael,Manhattan,Chelsea,40.749454,-73.996483,United States,US,False,flexible,Entire home/apt,2006.0,483,$97 ,120.0,49.0,2.0,20.0,214.0,,214.0
2736,2736,77213,43646076,Charming apt in Bed-Study! Central location,37590249571,unconfirmed,Mariam,Brooklyn,Bedford-Stuyvesant,40.68376,-73.95851,United States,US,False,strict,Private room,2008.0,1196,$239 ,1.0,0.0,1.0,1.0,0.0,No Smoking. Cats Allowed With Fee.,0.0
2737,2737,76178,43074445,Lower East Side large 1 bedroom,54332872652,verified,Cory,Manhattan,Lower East Side,40.71975,-73.98608,United States,US,True,strict,Entire home/apt,2015.0,127,$25 ,1.0,2.0,3.0,1.0,0.0,#NAME?,0.0
2738,2738,40498,23368381,The Perfect Stay in West Village,4280900219,unconfirmed,Kav,Manhattan,West Village,40.73169,-74.00214,United States,US,False,moderate,Private room,2005.0,1124,$225 ,7.0,13.0,2.0,1.0,13.0,"No kids, no pets, no smoking.",13.0
2739,2739,25251,14947463,Upper Westside apt with huge private terrace.,73739478867,verified,Ilona,Manhattan,Upper West Side,40.77692,-73.98111,United States,US,False,strict,Entire home/apt,2009.0,788,$158 ,5.0,0.0,2.0,1.0,0.0,We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.,0.0
2740,2740,92920,52321052,Stylish Modern Garden Bedroom w/ensuite bathroom,1653082933,unconfirmed,Sebastian,Brooklyn,Bedford-Stuyvesant,40.69181,-73.9331,United States,US,True,flexible,Private room,2015.0,783,$157 ,3.0,16.0,2.0,3.0,360.0,,360.0
2741,2741,36724,21284001,Garnet Bedroom,72216893739,unconfirmed,Melissa,Brooklyn,Bedford-Stuyvesant,40.69319,-73.95528,United States,US,False,flexible,Private room,2012.0,1097,$219 ,2.0,9.0,3.0,34.0,312.0,,312.0
2742,2742,78880,44566760,Great Loft space in the Heart of Bushwick,42783419525,unconfirmed,Michael,Brooklyn,Bushwick,40.6975,-73.92998,United States,US,False,moderate,Private room,2007.0,260,$52 ,4.0,15.0,5.0,1.0,35.0,"-NO smoking inside. You are welcome to smoke outside, but please be respectful if the kids are in the yard or garden. -NO candles or incense please! The gas stove should be the only indoor flame.  -We ask guests to maintain quiet from 9pm-9am and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner, and we love noisy kids, but loud music or loud parties do not work well in this space.  -The original house and foundation are over 150 years old, and although we strive to keep it very clean the occasional mouse or animal has found it's way in (mostly behind the walls, so you might hear scratching although we are trying to seal all the foundation holes), so please keep food mess put away. -Please clean up messes that could stain or damage our carpets, furniture or bathroom. Hair dyeing and hair cuts are not allowed in the apartment as the wood and claw foot tub can stain very easily. -Please remove muddy, snowy or shoes with anything on them t",35.0
2743,2743,86714,48893478,Large & sunny private bedroom in a townhouse.,11550838439,unconfirmed,Lee,Queens,Long Island City,40.74275,-73.95513,United States,US,False,flexible,Private room,2022.0,813,$163 ,3.0,12.0,5.0,1.0,339.0,,339.0
2744,2744,32168,18767722,MODERN & CHIC 2 Bedroom Loft**Central Park/Musuems,47212862879,unconfirmed,Jeff & Elita,Manhattan,Upper West Side,40.78209,-73.97598,United States,US,False,flexible,Entire home/apt,2013.0,276,$55 ,4.0,34.0,5.0,1.0,179.0,"Please expect to share the apartment with guests having various backgrounds. Be respectful and decent, also enjoy interacting with each other. Please dress descent in the house especially in and out of the shower.",179.0
2745,2745,43291,24910955,Private Studio Space in Windsor Terrace Brooklyn,44247755896,verified,Sheila,Brooklyn,Windsor Terrace,40.65596,-73.97951,United States,US,True,flexible,Entire home/apt,2004.0,741,$148 ,1.0,5.0,3.0,3.0,232.0,- No shoes in apartment - No parties - Enjoy yourself!,232.0
2746,2746,17920,10898552,Lovely room and location! - Williamsburg duplex,46700716321,unconfirmed,Benjamin,Brooklyn,Williamsburg,40.70658,-73.95001,United States,US,True,strict,Private room,2010.0,915,$183 ,30.0,0.0,1.0,1.0,0.0,,0.0
2747,2747,27908,16414924,Sunny + Spacious Master Bedroom with Outdoor Deck,8279041449,verified,Noah,Brooklyn,Clinton Hill,40.68769,-73.96118,United States,US,True,flexible,Private room,2009.0,109,$22 ,3.0,2.0,5.0,2.0,0.0,No Smoking and No Pets,0.0
2748,2748,81101,45793418,The Heart of Williamsburg,40775597348,verified,Jack And Rachel,Brooklyn,Williamsburg,40.71592,-73.9562,United States,US,True,moderate,Private room,2007.0,938,$188 ,3.0,22.0,4.0,1.0,46.0,-No shoes (leave at the entrance door) -No loud noises after 10 pm -No bike -NO SMOKERS/SMOKING/DRUG USE,46.0
2749,2749,72796,41206567,Sleeps 4 people - Prime Madison Sq Park/Park Ave,71524808093,verified,Faith,Manhattan,Midtown,40.74568,-73.98324,United States,US,False,moderate,Entire home/apt,2007.0,1164,$233 ,7.0,8.0,1.0,1.0,302.0,,302.0
2750,2750,6528,4606750,Room in Manhattan (Upper West Side),43677079911,verified,Umberto,Manhattan,Morningside Heights,40.81088,-73.95774,United States,US,False,strict,Private room,2010.0,248,$50 ,14.0,1.0,5.0,1.0,5.0,"No pets, No Smoking, Smoking allowed on deck",5.0
2751,2751,16995,10387675,NYC 2500 sq ft home near yankee stadium/subway,55522546265,unconfirmed,Douglas,Bronx,Longwood,40.82412,-73.90266,United States,US,False,flexible,Entire home/apt,2022.0,224,$45 ,7.0,0.0,5.0,3.0,30.0,,30.0
2752,2752,75480,42688940,180 Degree View of Midtown Manhattan + Hudson River + Empire State,25504003783,verified,Yotel,Manhattan,Hell's Kitchen,40.76034,-73.99638,United States,US,True,moderate,Private room,2004.0,206,$41 ,1.0,1.0,3.0,10.0,305.0,,305.0
2753,2753,9666,6339868,"City retrieve2-comfort, quite, sunny room and desk",26045777990,verified,Jana,Manhattan,Harlem,40.82605,-73.94783,United States,US,False,flexible,Private room,2021.0,1093,$219 ,31.0,3.0,3.0,4.0,61.0,I ask to be respectful to neighbors.  To leave everything as it was when arrived.  Make yourself at home.,61.0
2754,2754,76969,43511315,A Nice Place to Stay in Bed Stuy,47640250732,unconfirmed,Baron,Brooklyn,Bedford-Stuyvesant,40.68898,-73.94756,United States,US,False,flexible,Private room,2006.0,87,$17 ,1.0,59.0,2.0,1.0,188.0,Please leave all bed linens and towels in hamper upon departure.  Please put all dishes in dishwasher upon departure.,188.0
2755,2755,24271,14406209,Waterfront Private Bedroom & Private Bathroom.,89748492266,unconfirmed,Harry,Queens,Rockaway Beach,40.59046,-73.81481,United States,US,False,flexible,Private room,2012.0,508,$102 ,2.0,29.0,3.0,2.0,178.0,"Nothing out of the ordinary...the basic considerations...being reasonably neat and tidy.   Please leave shoes in the entranceway.   NO SMOKING in apartment or deck. Kitchen is available for breakfast only;   I stock the breakfast essentials...coffee, tea, milk, cream, juice, cereal, bread, jelly, and often other items as well.  You may use the fridge for beverages and light snacks all day, but no cooking, frying baking of any meal, and no dinner in the house.   You may store items in the fridge. I'm insensitive to noise, so there is no need to tip-toe.  Plus we are 2 floors apart, you likely won't be hearing me either. I do request that guest be tidy and clean, i.e. dishes not left overnight, etc.  I do have a housekeeper a couple of times a month to handle the big stuff.",178.0
2756,2756,50971,29152619,Luxury 2bedroom 2bath near subway & all 3E,98762661810,verified,Anna,Queens,Flushing,40.766796,-73.828362,United States,US,True,flexible,Entire home/apt,2012.0,1156,$231 ,2.0,38.0,5.0,3.0,71.0,,71.0
2757,2757,80805,45629938,Private Room in Brooklyn - Close to Subway!,52049940446,verified,Jason,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93716,United States,US,True,moderate,Private room,2004.0,680,$136 ,1.0,38.0,5.0,2.0,218.0,,218.0
2758,2758,54232,30953670,Private Apartment/ Shared Bathroom 517,70936812918,unconfirmed,Raquel,Manhattan,Midtown,40.7469,-73.98691,United States,US,False,flexible,Private room,2007.0,1034,$207 ,1.0,1.0,5.0,53.0,59.0,,59.0
2759,2759,29135,17092597,Historic Crown Heights Townhouse w. Private Yard,53764957819,unconfirmed,Sneha,Brooklyn,Crown Heights,40.66602,-73.94612,United States,US,False,moderate,Entire home/apt,2004.0,275,$55 ,4.0,28.0,3.0,1.0,179.0,,179.0
2760,2760,11042,7099833,"Sundrenched, Beautiful New Reno",11759291608,verified,Benjamin,Brooklyn,Sunset Park,40.66406,-73.9949,United States,US,True,moderate,Entire home/apt,2017.0,180,$36 ,30.0,2.0,3.0,21.0,155.0,No smoking or open flames permitted on the property. No drugs.  No pets. Notify host of extra people ($10 charge per night per extra person).,155.0
2761,2761,29489,17288111,Room Private Entrance Close to Subway/Bus/Airport,89056792041,verified,Jennifer,Queens,Ditmars Steinway,40.77317,-73.91508,United States,US,False,strict,Private room,2022.0,89,$18 ,2.0,58.0,5.0,1.0,9.0,,9.0
2762,2762,50096,28669357,Beautiful Studio Apt (your home away from home),23668069649,verified,Jafett,Bronx,Morrisania,40.83221,-73.90007,United States,US,False,strict,Entire home/apt,2005.0,52,$10 ,1.0,42.0,4.0,1.0,345.0,,345.0
2763,2763,5539,4060526,"Personal, Private and Pretty NYC Apartment",50504827590,unconfirmed,Karen,Queens,Elmhurst,40.74561,-73.88514,United States,US,True,flexible,Entire home/apt,2006.0,1141,$228 ,2.0,133.0,3.0,5.0,390.0,No parties. No loud music or noise late at night. No guests in the apartment. No smoking.,390.0
2764,2764,56202,32041701,Luxury King Studio | Mott Haven | Hotel Amenities,93900152496,unconfirmed,Global Luxury Suites,Bronx,Mott Haven,40.81102,-73.93103,United States,US,False,flexible,Private room,2019.0,940,$188 ,5.0,4.0,2.0,58.0,364.0,,364.0
2765,2765,88099,49658414,Primary Midtown Location Highrise Apartment,62737722786,verified,Jenya,Manhattan,Murray Hill,40.74706,-73.97355,United States,US,True,strict,Entire home/apt,2010.0,694,$139 ,5.0,2.0,3.0,1.0,0.0,No smoking of any kind allowed in house or on property at any time.  Quiet and respectful of our neighbors.,0.0
2766,2766,1376,1761301,"Convenient, Central, Comfortable",30915484322,verified,Eric,Manhattan,East Harlem,40.79183,-73.94743,United States,US,True,moderate,Entire home/apt,,875,$175 ,7.0,149.0,1.0,1.0,186.0,"Access to kitchen appliances and cutlery, etc. Food and alcohol not included, we are close to a liquor store, Trader Joes and Whole Foods. No parties, no smoking, no pets, no more than 2 guests. Please treat the place as you would your own.",186.0
2767,2767,80172,45280332,Quiet Private Room in Scenic NYC Neighborhood,6288439467,verified,Caitlin,Manhattan,Washington Heights,40.85865,-73.93559,United States,US,False,strict,Private room,2003.0,297,$59 ,2.0,13.0,3.0,1.0,0.0,,0.0
2768,2768,47399,27179804,The Jamaica Experience,7207415202,unconfirmed,DuVall,Queens,Jamaica,40.70477,-73.80335,United States,US,True,flexible,Entire home/apt,2016.0,69,$14 ,1.0,3.0,3.0,1.0,330.0,,330.0
2769,2769,2217,2225785,Furnished BrownStone Apartment,49757949200,verified,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.6824,-73.93597,United States,US,True,flexible,Entire home/apt,2022.0,585,$117 ,30.0,52.0,2.0,3.0,375.0,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties .  Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 4 allowed who booked  All smoking should be done outside, as this is a smoke free enviroment. ",375.0
2770,2770,8723,5819049,Artist's Apt in Downtown Manhattan,96748845533,verified,Yazmany,Manhattan,Chinatown,40.7142,-73.99119,United States,US,False,moderate,Entire home/apt,2007.0,70,$14 ,5.0,14.0,2.0,1.0,349.0,- No Smoking In the House. There is a back porch accessible through the kitchen where you can smoke. - We try to keep the house very clean and would like to ask you to please remove your shoes when entering the house so that dirt doesn't trek around the house. There is a shoe cabinet right by the entrance where you can store your shoes. Some slippers will also be provided and can be found inside the shoe cabinet. - Please clean after yourself after you use the bathroom. It is a shared bathroom. The same goes for the kitchen.,349.0
2771,2771,35972,20868672,"Bright, spacious 2BR in classic brownstone",79229371806,verified,Tal & Amarelle,Brooklyn,Bedford-Stuyvesant,40.683,-73.93669,United States,US,False,strict,Entire home/apt,2003.0,964,$193 ,28.0,1.0,3.0,4.0,156.0,"Please! No parties, no pets, no smoking, no illegal downloading from the Internet.",156.0
2772,2772,56802,32373081,Elegant NYC Pad,55682647532,unconfirmed,Vasili,Queens,Ditmars Steinway,40.77155,-73.90564,United States,US,True,moderate,Entire home/apt,2014.0,699,$140 ,3.0,77.0,2.0,1.0,343.0,,343.0
2773,2773,68802,39000681,Bright Private Bedroom in Bushwick.,53138911066,unconfirmed,Tim,Brooklyn,Bushwick,40.69545,-73.91153,United States,US,False,flexible,Private room,2009.0,980,$196 ,1.0,0.0,3.0,1.0,0.0,,0.0
2774,2774,90422,50941407,Private room in beautiful apartment,19597083818,verified,Isaac,Brooklyn,Bedford-Stuyvesant,40.68635,-73.95535,United States,US,True,moderate,Private room,2007.0,113,$23 ,15.0,3.0,2.0,1.0,0.0,Respectful and Responsible Keep room clean and tidy Clean up after using kitchen or bathroom,0.0
